State,States,COUNTY,County,Species_Group,Growing_Stock_A,Nongrowing_Stock_A,All_Sources_A,Growing_Stock_B,Nongrowing_Stock_B,All_Sources_B,Growing_Stock_C,Nongrowing_Stock_C,All_Sources_C,Growing_Stock_D,Nongrowing_Stock_D,All_Sources_D,Hardwood_Density_lb_ft3,Df,CC,Percentshoot,HANPP_lb_C_perthousand_cubicfeet,TotalHANPP_Harvest_in_Tonnes,HANPP_harvest_used_in_Tonnes,HANPP_Harvest_unused_in_Tonnes,HANPP_Harvest_above_ground_in_Tonnes,HANPP_Harvest_below_ground_in_Tonnes,Stcnty
AR 2012,ARKANSAS,PERRY,Perry,Hardwood,477,33,510,87,168,255,120,80,200,684,281,965,43,0.78,0.45,0.80,18866,8258,4364,3894,6607,1652,ARKANSAS_PERRY
AR 2012,ARKANSAS,PHILLIPS,Phillips,Hardwood,687,47,734,125,241,366,172,115,287,984,403,"1,387",43,0.78,0.45,0.80,18866,11870,6281,5588,9496,2374,ARKANSAS_PHILLIPS
AR 2012,ARKANSAS,PIKE,Pike,Hardwood,"3,338",204,"3,542",606,"1,163","1,769",829,557,"1,386","4,773","1,924","6,697",43,0.78,0.45,0.80,18866,57311,30311,27000,45849,11462,ARKANSAS_PIKE
AR 2012,ARKANSAS,POINSETT,Poinsett,Hardwood,36,2,38,7,12,19,9,6,15,52,20,72,43,0.78,0.45,0.80,18866,616,325,291,493,123,ARKANSAS_POINSETT
AR 2012,ARKANSAS,POLK,Polk,Hardwood,"2,407",145,"2,552",436,838,"1,274",598,401,999,"3,441","1,384","4,825",43,0.78,0.45,0.80,18866,41291,21839,19452,33033,8258,ARKANSAS_POLK
AR 2012,ARKANSAS,POPE,Pope,Hardwood,"1,326",92,"1,418",242,466,708,332,223,555,"1,900",781,"2,681",43,0.78,0.45,0.80,18866,22943,12135,10808,18355,4589,ARKANSAS_POPE
AR 2012,ARKANSAS,PRAIRIE,Prairie,Hardwood,914,52,966,165,317,482,226,152,378,"1,305",521,"1,826",43,0.78,0.45,0.80,18866,15626,8267,7360,12501,3125,ARKANSAS_PRAIRIE
AR 2012,ARKANSAS,PULASKI,Pulaski,Hardwood,951,55,"1,006",172,330,502,236,158,394,"1,359",543,"1,902",43,0.78,0.45,0.80,18866,16277,8609,7668,13021,3255,ARKANSAS_PULASKI
AR 2012,ARKANSAS,RANDOLPH,Randolph,Hardwood,"1,302",60,"1,362",233,447,680,319,214,533,"1,853",722,"2,575",43,0.78,0.45,0.80,18866,22036,11656,10381,17629,4407,ARKANSAS_RANDOLPH
AR 2012,ARKANSAS,SALINE,Saline,Hardwood,"1,463",92,"1,555",266,510,776,364,245,609,"2,093",847,"2,940",43,0.78,0.45,0.80,18866,25160,13307,11852,20128,5032,ARKANSAS_SALINE
AR 2012,ARKANSAS,SCOTT,Scott,Hardwood,"1,870",122,"1,992",341,654,995,467,313,780,"2,677","1,090","3,767",43,0.78,0.45,0.80,18866,32237,17047,15190,25790,6447,ARKANSAS_SCOTT
AR 2012,ARKANSAS,SEARCY,Searcy,Hardwood,"1,333",86,"1,419",243,466,709,333,223,556,"1,909",775,"2,684",43,0.78,0.45,0.80,18866,22969,12143,10826,18375,4594,ARKANSAS_SEARCY
AR 2012,ARKANSAS,SEVIER,Sevier,Hardwood,"2,298",163,"2,461",421,808,"1,229",576,387,963,"3,295","1,358","4,653",43,0.78,0.45,0.80,18866,39819,21061,18759,31855,7964,ARKANSAS_SEVIER
AR 2012,ARKANSAS,SHARP,Sharp,Hardwood,858,46,904,155,297,452,212,142,354,"1,224",486,"1,710",43,0.78,0.45,0.80,18866,14634,7736,6898,11707,2927,ARKANSAS_SHARP
AR 2012,ARKANSAS,ST. FRANCIS,St. Francis,Hardwood,498,36,534,91,176,267,125,84,209,714,296,"1,010",43,0.78,0.45,0.80,18866,8643,4570,4073,6915,1729,ARKANSAS_ST. FRANCIS
AR 2012,ARKANSAS,STONE,Stone,Hardwood,"1,800",104,"1,904",326,625,951,446,299,745,"2,571","1,029","3,600",43,0.78,0.45,0.80,18866,30808,16294,14514,24646,6162,ARKANSAS_STONE
AR 2012,ARKANSAS,UNION,Union,Hardwood,"6,047",408,"6,455","1,104","2,119","3,223","1,511","1,016","2,527","8,662","3,543","12,205",43,0.78,0.45,0.80,18866,104447,55240,49207,83558,20889,ARKANSAS_UNION
AR 2012,ARKANSAS,VAN BUREN,Van Buren,Hardwood,"3,841",280,"4,121",705,"1,352","2,057",965,648,"1,613","5,510","2,281","7,791",43,0.78,0.45,0.80,18866,66673,35266,31407,53339,13335,ARKANSAS_VAN BUREN
AR 2012,ARKANSAS,WASHINGTON,Washington,Hardwood,"1,559",72,"1,631",279,535,814,382,256,638,"2,219",864,"3,083",43,0.78,0.45,0.80,18866,26383,13958,12426,21107,5277,ARKANSAS_WASHINGTON
AR 2012,ARKANSAS,WHITE,White,Hardwood,"2,437",137,"2,574",440,845,"1,285",603,405,"1,008","3,480","1,387","4,867",43,0.78,0.45,0.80,18866,41650,22028,19623,33320,8330,ARKANSAS_WHITE
AR 2012,ARKANSAS,WOODRUFF,Woodruff,Hardwood,728,35,763,130,251,381,179,120,299,"1,037",406,"1,443",43,0.78,0.45,0.80,18866,12349,6530,5819,9879,2470,ARKANSAS_WOODRUFF
AR 2012,ARKANSAS,YELL,Yell,Hardwood,"1,823",135,"1,958",335,643,978,458,308,766,"2,616","1,086","3,702",43,0.78,0.45,0.80,18866,31681,16756,14925,25345,6336,ARKANSAS_YELL
AZ 2012,ARIZONA,APACHE,Apache,Hardwood,0,"2,120","2,120",0,0,0,0,0,0,0,"2,120","2,120",43,0.78,0.45,0.80,18866,18142,18142,0,14514,3628,ARIZONA_APACHE
AZ 2012,ARIZONA,COCONINO,Coconino,Hardwood,117,83,200,6,21,27,0,0,0,124,103,227,43,0.78,0.45,0.80,18866,1943,1712,231,1554,389,ARIZONA_COCONINO
AZ 2012,ARIZONA,GREENLEE,Greenlee,Hardwood,0,47,47,0,0,0,0,0,0,0,47,47,43,0.78,0.45,0.80,18866,402,402,0,322,80,ARIZONA_GREENLEE
AZ 2012,ARIZONA,MARICOPA,Maricopa,Hardwood,0,0,0,0,0,0,0,0,0,0,0,0,43,0.78,0.45,0.80,18866,0,0,0,0,0,ARIZONA_MARICOPA
AZ 2012,ARIZONA,NAVAJO,Navajo,Hardwood,0,0,0,0,0,0,0,0,0,0,0,1,43,0.78,0.45,0.80,18866,9,0,9,7,2,ARIZONA_NAVAJO
AZ 2012,ARIZONA,YAVAPAI,Yavapai,Hardwood,0,30,30,0,0,0,0,0,0,0,30,30,43,0.78,0.45,0.80,18866,257,257,0,205,51,ARIZONA_YAVAPAI
CA 2012,CALIFORNIA,BUTTE,Butte,Hardwood,0,321,321,0,0,0,0,0,0,0,321,321,43,0.78,0.45,0.80,18866,2747,2747,0,2198,549,CALIFORNIA_BUTTE
CA 2012,CALIFORNIA,DEL NORTE,Del Norte,Hardwood,0,7,7,0,0,0,0,0,0,0,7,7,43,0.78,0.45,0.80,18866,60,60,0,48,12,CALIFORNIA_DEL NORTE
CA 2012,CALIFORNIA,EL DORADO,El Dorado,Hardwood,0,183,183,0,0,0,0,0,0,0,183,183,43,0.78,0.45,0.80,18866,1566,1566,0,1253,313,CALIFORNIA_EL DORADO
CA 2012,CALIFORNIA,HUMBOLDT,Humboldt,Hardwood,0,"1,160","1,160",0,0,0,0,0,0,0,"1,160","1,160",43,0.78,0.45,0.80,18866,9927,9927,0,7942,1985,CALIFORNIA_HUMBOLDT
CA 2012,CALIFORNIA,LASSEN,Lassen,Hardwood,0,229,229,0,0,0,0,0,0,0,229,229,43,0.78,0.45,0.80,18866,1960,1960,0,1568,392,CALIFORNIA_LASSEN
CA 2012,CALIFORNIA,MENDOCINO,Mendocino,Hardwood,0,413,413,0,0,0,0,0,0,0,413,413,43,0.78,0.45,0.80,18866,3534,3534,0,2827,707,CALIFORNIA_MENDOCINO
CA 2012,CALIFORNIA,PLUMAS,Plumas,Hardwood,0,412,412,0,0,0,0,0,0,0,412,412,43,0.78,0.45,0.80,18866,3526,3526,0,2821,705,CALIFORNIA_PLUMAS
CA 2012,CALIFORNIA,SHASTA,Shasta,Hardwood,1,"1,121","1,122",0,22,22,0,0,0,1,"1,144","1,144",43,0.78,0.45,0.80,18866,9790,9602,188,7832,1958,CALIFORNIA_SHASTA
CA 2012,CALIFORNIA,SISKIYOU,Siskiyou,Hardwood,0,675,675,0,11,11,0,0,0,0,686,687,43,0.78,0.45,0.80,18866,5879,5776,103,4703,1176,CALIFORNIA_SISKIYOU
CA 2012,CALIFORNIA,TRINITY,Trinity,Hardwood,0,400,401,0,11,11,0,0,0,0,411,412,43,0.78,0.45,0.80,18866,3526,3432,94,2821,705,CALIFORNIA_TRINITY
CO 2012,COLORADO,ALAMOSA,Alamosa,Hardwood,0,0,0,0,0,0,0,0,0,0,0,0,43,0.78,0.45,0.80,18866,0,0,0,0,0,COLORADO_ALAMOSA
CO 2012,COLORADO,ARCHULETA,Archuleta,Hardwood,0,1,1,0,0,0,0,0,0,0,1,1,43,0.78,0.45,0.80,18866,9,9,0,7,2,COLORADO_ARCHULETA
CO 2012,COLORADO,BOULDER,Boulder,Hardwood,0,0,0,0,0,0,0,0,0,0,0,0,43,0.78,0.45,0.80,18866,0,0,0,0,0,COLORADO_BOULDER
CO 2012,COLORADO,CHAFFEE,Chaffee,Hardwood,0,1,1,0,0,0,0,0,0,0,1,1,43,0.78,0.45,0.80,18866,9,9,0,7,2,COLORADO_CHAFFEE
CO 2012,COLORADO,CONEJOS,Conejos,Hardwood,26,1,27,1,5,6,0,0,0,28,6,33,43,0.78,0.45,0.80,18866,282,231,51,226,56,COLORADO_CONEJOS
CO 2012,COLORADO,COSTILLA,Costilla,Hardwood,36,314,350,2,6,8,0,0,0,38,320,358,43,0.78,0.45,0.80,18866,3064,2995,68,2451,613,COLORADO_COSTILLA
CO 2012,COLORADO,DELTA,Delta,Hardwood,"2,929",160,"3,089",162,508,670,0,0,0,"3,090",669,"3,759",43,0.78,0.45,0.80,18866,32169,26435,5734,25735,6434,COLORADO_DELTA
CO 2012,COLORADO,DOLORES,Dolores,Hardwood,998,570,"1,568",55,173,228,0,0,0,"1,053",743,"1,797",43,0.78,0.45,0.80,18866,15378,13419,1960,12303,3076,COLORADO_DOLORES
CO 2012,COLORADO,DOUGLAS,Douglas,Hardwood,0,2,2,0,0,0,0,0,0,0,2,2,43,0.78,0.45,0.80,18866,17,17,0,14,3,COLORADO_DOUGLAS
CO 2012,COLORADO,EL PASO,El Paso,Hardwood,0,0,0,0,0,0,0,0,0,0,0,0,43,0.78,0.45,0.80,18866,0,0,0,0,0,COLORADO_EL PASO
CO 2012,COLORADO,GARFIELD,Garfield,Hardwood,0,793,793,0,0,0,0,0,0,0,793,793,43,0.78,0.45,0.80,18866,6786,6786,0,5429,1357,COLORADO_GARFIELD
CO 2012,COLORADO,GRAND,Grand,Hardwood,14,0,14,1,2,3,0,0,0,14,3,17,43,0.78,0.45,0.80,18866,145,120,26,116,29,COLORADO_GRAND
CO 2012,COLORADO,GUNNISON,Gunnison,Hardwood,20,363,383,1,3,5,0,0,0,21,366,388,43,0.78,0.45,0.80,18866,3320,3278,43,2656,664,COLORADO_GUNNISON
CO 2012,COLORADO,HINSDALE,Hinsdale,Hardwood,0,2,2,0,0,0,0,0,0,0,2,2,43,0.78,0.45,0.80,18866,17,17,0,14,3,COLORADO_HINSDALE
CO 2012,COLORADO,JACKSON,Jackson,Hardwood,3,394,397,0,1,1,0,0,0,4,394,398,43,0.78,0.45,0.80,18866,3406,3397,9,2725,681,COLORADO_JACKSON
CO 2012,COLORADO,JEFFERSON,Jefferson,Hardwood,0,8,8,0,0,0,0,0,0,0,8,8,43,0.78,0.45,0.80,18866,68,68,0,55,14,COLORADO_JEFFERSON
CO 2012,COLORADO,LA PLATA,La Plata,Hardwood,0,0,0,0,0,0,0,0,0,0,0,0,43,0.78,0.45,0.80,18866,0,0,0,0,0,COLORADO_LA PLATA
CO 2012,COLORADO,LARIMER,Larimer,Hardwood,1,271,272,0,0,0,0,0,0,1,271,272,43,0.78,0.45,0.80,18866,2328,2328,0,1862,466,COLORADO_LARIMER
CO 2012,COLORADO,LAS ANIMAS,Las Animas,Hardwood,0,600,600,0,0,0,0,0,0,0,600,600,43,0.78,0.45,0.80,18866,5135,5135,0,4108,1027,COLORADO_LAS ANIMAS
CO 2012,COLORADO,MESA,Mesa,Hardwood,0,738,738,0,0,0,0,0,0,0,738,738,43,0.78,0.45,0.80,18866,6316,6316,0,5052,1263,COLORADO_MESA
CO 2012,COLORADO,MINERAL,Mineral,Hardwood,32,2,34,2,6,7,0,0,0,34,8,41,43,0.78,0.45,0.80,18866,351,291,60,281,70,COLORADO_MINERAL
CO 2012,COLORADO,MONTEZUMA,Montezuma,Hardwood,343,406,749,19,59,78,0,0,0,362,466,827,43,0.78,0.45,0.80,18866,7077,6410,668,5662,1415,COLORADO_MONTEZUMA
CO 2012,COLORADO,MONTROSE,Montrose,Hardwood,29,3,32,2,6,7,0,0,0,31,8,39,43,0.78,0.45,0.80,18866,334,274,60,267,67,COLORADO_MONTROSE
CO 2012,COLORADO,OURAY,Ouray,Hardwood,0,1,1,0,0,0,0,0,0,0,1,1,43,0.78,0.45,0.80,18866,9,9,0,7,2,COLORADO_OURAY
CO 2012,COLORADO,PARK,Park,Hardwood,0,391,391,0,0,0,0,0,0,0,391,391,43,0.78,0.45,0.80,18866,3346,3346,0,2677,669,COLORADO_PARK
CO 2012,COLORADO,RIO GRANDE,Rio Grande,Hardwood,42,3,46,2,7,10,0,0,0,45,11,56,43,0.78,0.45,0.80,18866,479,394,86,383,96,COLORADO_RIO GRANDE
CO 2012,COLORADO,SAGUACHE,Saguache,Hardwood,5,2,7,0,1,1,0,0,0,5,3,8,43,0.78,0.45,0.80,18866,68,60,9,55,14,COLORADO_SAGUACHE
CO 2012,COLORADO,SAN JUAN,San Juan,Hardwood,0,1,1,0,0,0,0,0,0,0,1,1,43,0.78,0.45,0.80,18866,9,9,0,7,2,COLORADO_SAN JUAN
CO 2012,COLORADO,SAN MIGUEL,San Miguel,Hardwood,0,1,1,0,0,0,0,0,0,0,1,1,43,0.78,0.45,0.80,18866,9,9,0,7,2,COLORADO_SAN MIGUEL
CO 2012,COLORADO,TELLER,Teller,Hardwood,0,5,5,0,0,0,0,0,0,0,5,5,43,0.78,0.45,0.80,18866,43,43,0,34,9,COLORADO_TELLER
CT 2012,CONNECTICUT,FAIRFIELD,Fairfield,Hardwood,55,75,130,5,9,14,0,0,0,60,83,144,43,0.78,0.45,0.80,18866,1232,1113,120,986,246,CONNECTICUT_FAIRFIELD
CT 2012,CONNECTICUT,HARTFORD,Hartford,Hardwood,388,350,737,41,58,99,"1,054",180,"1,234","1,483",587,"2,070",43,0.78,0.45,0.80,18866,17715,6307,11407,14172,3543,CONNECTICUT_HARTFORD
CT 2012,CONNECTICUT,LITCHFIELD,Litchfield,Hardwood,645,"2,018","2,663",54,78,132,129,8,137,828,"2,104","2,932",43,0.78,0.45,0.80,18866,25091,22789,2302,20073,5018,CONNECTICUT_LITCHFIELD
CT 2012,CONNECTICUT,MIDDLESEX,Middlesex,Hardwood,244,"1,085","1,329",16,23,39,0,0,0,260,"1,108","1,368",43,0.78,0.45,0.80,18866,11707,11373,334,9366,2341,CONNECTICUT_MIDDLESEX
CT 2012,CONNECTICUT,NEW HAVEN,New Haven,Hardwood,261,"1,110","1,371",19,26,45,"1,636",315,"1,951","1,916","1,451","3,367",43,0.78,0.45,0.80,18866,28814,11733,17081,23051,5763,CONNECTICUT_NEW HAVEN
CT 2012,CONNECTICUT,NEW LONDON,New London,Hardwood,390,"1,298","1,688",30,42,73,38,"1,531","1,569",458,"2,872","3,329",43,0.78,0.45,0.80,18866,28489,14445,14043,22791,5698,CONNECTICUT_NEW LONDON
CT 2012,CONNECTICUT,TOLLAND,Tolland,Hardwood,363,"1,421","1,784",27,38,65,0,0,0,389,"1,459","1,848",43,0.78,0.45,0.80,18866,15815,15267,548,12652,3163,CONNECTICUT_TOLLAND
CT 2012,CONNECTICUT,WINDHAM,Windham,Hardwood,564,"1,597","2,161",47,65,112,0,0,0,611,"1,662","2,273",43,0.78,0.45,0.80,18866,19452,18493,958,15561,3890,CONNECTICUT_WINDHAM
DE 2012,DELAWARE,KENT,Kent,Hardwood,481,533,"1,014",122,256,378,0,0,0,603,789,"1,392",43,0.78,0.45,0.80,18866,11912,8678,3235,9530,2382,DELAWARE_KENT
DE 2012,DELAWARE,NEW CASTLE,New Castle,Hardwood,166,186,352,45,98,142,0,0,0,210,284,495,43,0.78,0.45,0.80,18866,4236,3012,1224,3389,847,DELAWARE_NEW CASTLE
DE 2012,DELAWARE,SUSSEX,Sussex,Hardwood,499,"1,195","1,694",88,177,264,0,0,0,586,"1,372","1,958",43,0.78,0.45,0.80,18866,16756,14497,2259,13405,3351,DELAWARE_SUSSEX
FL 2012,FLORIDA,ALACHUA,Alachua,Hardwood,790,122,912,344,466,810,590,666,"1,256","1,724","1,254","2,978",43,0.78,0.45,0.80,18866,25485,7805,17680,20388,5097,FLORIDA_ALACHUA
FL 2012,FLORIDA,BAKER,Baker,Hardwood,115,17,132,49,67,116,84,96,180,249,179,428,43,0.78,0.45,0.80,18866,3663,1130,2533,2930,733,FLORIDA_BAKER
FL 2012,FLORIDA,BAY,Bay,Hardwood,690,99,789,298,403,701,509,575,"1,084","1,497","1,077","2,574",43,0.78,0.45,0.80,18866,22028,6752,15276,17622,4406,FLORIDA_BAY
FL 2012,FLORIDA,BRADFORD,Bradford,Hardwood,413,59,472,179,241,420,306,345,651,897,646,"1,543",43,0.78,0.45,0.80,18866,13205,4039,9165,10564,2641,FLORIDA_BRADFORD
FL 2012,FLORIDA,BREVARD,Brevard,Hardwood,65,9,74,28,38,66,48,55,103,141,102,243,43,0.78,0.45,0.80,18866,2080,633,1446,1664,416,FLORIDA_BREVARD
FL 2012,FLORIDA,CALHOUN,Calhoun,Hardwood,"1,994",220,"2,214",837,"1,131","1,968","1,432","1,618","3,050","4,263","2,969","7,232",43,0.78,0.45,0.80,18866,61890,18947,42943,49512,12378,FLORIDA_CALHOUN
FL 2012,FLORIDA,CITRUS,Citrus,Hardwood,16,2,18,7,9,16,12,13,25,34,25,59,43,0.78,0.45,0.80,18866,505,154,351,404,101,FLORIDA_CITRUS
FL 2012,FLORIDA,CLAY,Clay,Hardwood,245,35,280,106,143,249,181,204,385,532,382,914,43,0.78,0.45,0.80,18866,7822,2396,5426,6257,1564,FLORIDA_CLAY
FL 2012,FLORIDA,COLUMBIA,Columbia,Hardwood,224,21,245,93,125,218,159,179,338,475,326,801,43,0.78,0.45,0.80,18866,6855,2097,4758,5484,1371,FLORIDA_COLUMBIA
FL 2012,FLORIDA,DIXIE,Dixie,Hardwood,"1,689",213,"1,902",719,971,"1,690","1,230","1,390","2,620","3,637","2,575","6,212",43,0.78,0.45,0.80,18866,53161,16277,36884,42528,10632,FLORIDA_DIXIE
FL 2012,FLORIDA,DUVAL,Duval,Hardwood,768,109,877,332,448,780,567,642,"1,209","1,667","1,199","2,866",43,0.78,0.45,0.80,18866,24526,7505,17021,19621,4905,FLORIDA_DUVAL
FL 2012,FLORIDA,ESCAMBIA,Escambia,Hardwood,237,34,271,102,139,241,175,198,373,515,370,885,43,0.78,0.45,0.80,18866,7574,2319,5254,6059,1515,FLORIDA_ESCAMBIA
FL 2012,FLORIDA,FLAGLER,Flagler,Hardwood,556,80,636,240,325,565,411,465,876,"1,208",869,"2,077",43,0.78,0.45,0.80,18866,17774,5443,12332,14220,3555,FLORIDA_FLAGLER
FL 2012,FLORIDA,GADSDEN,Gadsden,Hardwood,"2,470",305,"2,775","1,049","1,418","2,467","1,794","2,029","3,823","5,313","3,752","9,065",43,0.78,0.45,0.80,18866,77576,23748,53828,62061,15515,FLORIDA_GADSDEN
FL 2012,FLORIDA,GILCHRIST,Gilchrist,Hardwood,707,101,808,305,413,718,522,591,"1,113","1,535","1,104","2,639",43,0.78,0.45,0.80,18866,22584,6915,15669,18067,4517,FLORIDA_GILCHRIST
FL 2012,FLORIDA,GULF,Gulf,Hardwood,342,49,391,148,199,347,253,285,538,742,534,"1,276",43,0.78,0.45,0.80,18866,10920,3346,7574,8736,2184,FLORIDA_GULF
FL 2012,FLORIDA,HAMILTON,Hamilton,Hardwood,"1,319",178,"1,497",566,764,"1,330",968,"1,094","2,062","2,852","2,037","4,889",43,0.78,0.45,0.80,18866,41839,12811,29028,33471,8368,FLORIDA_HAMILTON
FL 2012,FLORIDA,HERNANDO,Hernando,Hardwood,17,3,20,8,10,18,13,15,28,38,28,66,43,0.78,0.45,0.80,18866,565,171,394,452,113,FLORIDA_HERNANDO
FL 2012,FLORIDA,HIGHLANDS,Highlands,Hardwood,51,7,58,22,30,52,38,42,80,110,80,190,43,0.78,0.45,0.80,18866,1626,496,1130,1301,325,FLORIDA_HIGHLANDS
FL 2012,FLORIDA,HOLMES,Holmes,Hardwood,97,14,111,42,57,99,72,81,153,211,152,363,43,0.78,0.45,0.80,18866,3106,950,2157,2485,621,FLORIDA_HOLMES
FL 2012,FLORIDA,JACKSON,Jackson,Hardwood,"1,509",216,"1,725",652,882,"1,534","1,116","1,261","2,377","3,277","2,359","5,636",43,0.78,0.45,0.80,18866,48231,14762,33469,38585,9646,FLORIDA_JACKSON
FL 2012,FLORIDA,JEFFERSON,Jefferson,Hardwood,147,31,178,67,91,158,115,130,245,329,252,581,43,0.78,0.45,0.80,18866,4972,1523,3449,3978,994,FLORIDA_JEFFERSON
FL 2012,FLORIDA,LAFAYETTE,Lafayette,Hardwood,615,66,681,257,348,605,440,498,938,"1,312",912,"2,224",43,0.78,0.45,0.80,18866,19032,5828,13205,15226,3806,FLORIDA_LAFAYETTE
FL 2012,FLORIDA,LAKE,Lake,Hardwood,273,39,312,118,160,278,202,228,430,593,427,"1,020",43,0.78,0.45,0.80,18866,8729,2670,6059,6983,1746,FLORIDA_LAKE
FL 2012,FLORIDA,LEON,Leon,Hardwood,370,33,403,152,206,358,260,295,555,782,534,"1,316",43,0.78,0.45,0.80,18866,11262,3449,7813,9010,2252,FLORIDA_LEON
FL 2012,FLORIDA,LEVY,Levy,Hardwood,"2,126",293,"2,419",914,"1,236","2,150","1,564","1,769","3,333","4,604","3,298","7,902",43,0.78,0.45,0.80,18866,67623,20701,46922,54099,13525,FLORIDA_LEVY
FL 2012,FLORIDA,LIBERTY,Liberty,Hardwood,348,50,398,151,203,354,257,291,548,756,544,"1,300",43,0.78,0.45,0.80,18866,11125,3406,7719,8900,2225,FLORIDA_LIBERTY
FL 2012,FLORIDA,MADISON,Madison,Hardwood,851,108,959,362,490,852,620,701,"1,321","1,834","1,298","3,132",43,0.78,0.45,0.80,18866,26803,8207,18596,21442,5361,FLORIDA_MADISON
FL 2012,FLORIDA,MARION,Marion,Hardwood,911,132,"1,043",394,533,927,674,762,"1,436","1,979","1,427","3,406",43,0.78,0.45,0.80,18866,29148,8926,20222,23318,5830,FLORIDA_MARION
FL 2012,FLORIDA,NASSAU,Nassau,Hardwood,"1,204",122,"1,326",501,678,"1,179",858,969,"1,827","2,563","1,769","4,332",43,0.78,0.45,0.80,18866,37072,11348,25725,29658,7414,FLORIDA_NASSAU
FL 2012,FLORIDA,OKALOOSA,Okaloosa,Hardwood,907,130,"1,037",392,530,922,671,758,"1,429","1,970","1,418","3,388",43,0.78,0.45,0.80,18866,28994,8874,20119,23195,5799,FLORIDA_OKALOOSA
FL 2012,FLORIDA,PASCO,Pasco,Hardwood,76,11,87,33,44,77,56,64,120,165,119,284,43,0.78,0.45,0.80,18866,2430,745,1686,1944,486,FLORIDA_PASCO
FL 2012,FLORIDA,POLK,Polk,Hardwood,24,3,27,10,14,24,18,20,38,52,37,89,43,0.78,0.45,0.80,18866,762,231,531,609,152,FLORIDA_POLK
FL 2012,FLORIDA,PUTNAM,Putnam,Hardwood,"1,312",188,"1,500",567,766,"1,333",970,"1,097","2,067","2,849","2,051","4,900",43,0.78,0.45,0.80,18866,41933,12837,29096,33546,8387,FLORIDA_PUTNAM
FL 2012,FLORIDA,SANTA ROSA,Santa Rosa,Hardwood,493,70,563,213,287,500,364,412,776,"1,069",770,"1,839",43,0.78,0.45,0.80,18866,15738,4818,10920,12590,3148,FLORIDA_SANTA ROSA
FL 2012,FLORIDA,SEMINOLE,Seminole,Hardwood,94,19,113,43,57,100,73,82,155,209,159,368,43,0.78,0.45,0.80,18866,3149,967,2182,2519,630,FLORIDA_SEMINOLE
FL 2012,FLORIDA,ST. JOHNS,St. Johns,Hardwood,"4,265",610,"4,875","1,843","2,490","4,333","3,152","3,564","6,716","9,260","6,664","15,924",43,0.78,0.45,0.80,18866,136273,41719,94554,109019,27255,FLORIDA_ST. JOHNS
FL 2012,FLORIDA,SUMTER,Sumter,Hardwood,456,65,521,197,266,463,337,381,718,990,712,"1,702",43,0.78,0.45,0.80,18866,14565,4459,10107,11652,2913,FLORIDA_SUMTER
FL 2012,FLORIDA,SUWANNEE,Suwannee,Hardwood,370,42,412,156,210,366,267,301,568,792,554,"1,346",43,0.78,0.45,0.80,18866,11519,3526,7993,9215,2304,FLORIDA_SUWANNEE
FL 2012,FLORIDA,TAYLOR,Taylor,Hardwood,"1,074",114,"1,188",449,607,"1,056",768,868,"1,636","2,291","1,589","3,880",43,0.78,0.45,0.80,18866,33204,10167,23037,26563,6641,FLORIDA_TAYLOR
FL 2012,FLORIDA,UNION,Union,Hardwood,41,6,47,18,24,42,31,34,65,89,65,154,43,0.78,0.45,0.80,18866,1318,402,916,1054,264,FLORIDA_UNION
FL 2012,FLORIDA,VOLUSIA,Volusia,Hardwood,599,118,717,271,367,638,464,524,988,"1,334","1,009","2,343",43,0.78,0.45,0.80,18866,20051,6136,13915,16041,4010,FLORIDA_VOLUSIA
FL 2012,FLORIDA,WAKULLA,Wakulla,Hardwood,22,3,25,10,13,23,16,19,35,48,35,83,43,0.78,0.45,0.80,18866,710,214,496,568,142,FLORIDA_WAKULLA
FL 2012,FLORIDA,WALTON,Walton,Hardwood,693,99,792,299,405,704,512,579,"1,091","1,504","1,083","2,587",43,0.78,0.45,0.80,18866,22139,6778,15361,17711,4428,FLORIDA_WALTON
FL 2012,FLORIDA,WASHINGTON,Washington,Hardwood,514,74,588,222,301,523,381,430,811,"1,117",805,"1,922",43,0.78,0.45,0.80,18866,16448,5032,11416,13158,3290,FLORIDA_WASHINGTON
GA 2012,GEORGIA,APPLING,Appling,Hardwood,"2,683",447,"3,130",568,709,"1,277",636,512,"1,148","3,887","1,668","5,555",43,0.78,0.45,0.80,18866,47538,26786,20752,38031,9508,GEORGIA_APPLING
GA 2012,GEORGIA,ATKINSON,Atkinson,Hardwood,"1,857",168,"2,025",368,459,827,411,332,743,"2,636",959,"3,595",43,0.78,0.45,0.80,18866,30765,17329,13436,24612,6153,GEORGIA_ATKINSON
GA 2012,GEORGIA,BACON,Bacon,Hardwood,"1,713",225,"1,938",352,438,790,394,318,712,"2,459",981,"3,440",43,0.78,0.45,0.80,18866,29439,16585,12854,23551,5888,GEORGIA_BACON
GA 2012,GEORGIA,BAKER,Baker,Hardwood,113,11,124,23,28,51,25,20,45,161,59,220,43,0.78,0.45,0.80,18866,1883,1061,822,1506,377,GEORGIA_BAKER
GA 2012,GEORGIA,BALDWIN,Baldwin,Hardwood,737,68,805,146,183,329,163,132,295,"1,047",382,"1,429",43,0.78,0.45,0.80,18866,12229,6889,5340,9783,2446,GEORGIA_BALDWIN
GA 2012,GEORGIA,BANKS,Banks,Hardwood,414,40,454,82,103,185,92,74,166,588,217,805,43,0.78,0.45,0.80,18866,6889,3885,3004,5511,1378,GEORGIA_BANKS
