,,,,,                                                                                                                                              HANPP Harvest Total in KiloTonnes 1,,,,,,,,,,,,HANPP Harvest Total in Kilotonnes,,,                             HANPP Harvest Total in Kilotonnes,,,,Total All HANPP Harvest in Kilotonnes,                                                                                                                           County- wide HANPP Harvest Total in gC/m2/yr 2,,,,,,,,,,,,County-wide HANPP Harvest Total in gC/m2/yr 2,,,                   County-wide HANPP Harvest Total in gC/m2/yr 2,,,,Total All HANPP Harvest County-wide in gC/m2/yr 2,                                                                                                                         Onsite HANPP Harvest Total in gC/m2/yr 3,,,,,,,,,,,,Onsite HANPP Harvest Total in gC/m2/yr,,,                        Onsite HANPP Harvest Total in gC/m2/yr,,,,Total Onsite All HANPP in gC/m2/yr,                                                                                                                                      HANPP Harvest Used in Kilotonnes 4,,,,,,,,,,,,HANPP Harvest Used in Kilotonnes,,,                      HANPP Harvest Used in Kilotonnes,,,,Total All HANPP Used in Kilotonnes,                                                                                                                 HANPP Harvest Unused in Kilotonnes 5,,,,,,,,,,,,HANPP Harvest Unused in Kilotonnes,,,HANPP Harvest Unused in Kilotonnes,,,,Total All HANPP Unused in Kilotonnes,                                                                                                                   HANPP Harvest Above Ground in Kilotonnes 6,,,,,,,,,,,,   HANPP Harvest Above Ground in Kilotonnes,,,                 HANPP Harvest Above Ground in Kilotonnes,,,,Total All HANPP Aboveground in Kilotonnes,                                                                    HANPP Harvest Below Ground in Kilotonnes 7,,,,,,,,,,,,           HANPP Harvest Below Ground in Kilotonnes,,,                     HANPP Harvest Below Ground in Kilotonnes,,,,Total All HANPP Belowground in Kilotonnes,                                                                                                                   HANPP Harvest Used County-wide in gC/m2/yr 8,,,,,,,,,,,,        HANPP Harvest Used County-wide in gC/m2/yr,,,        HANPP Harvest Used County-wide in gC/m2/yr,,,,Total All HANPP Harvest Used County-wide in gC/m2/yr,                                        HANPP Harvest Unused County-wide in gC/m2/yr 9,,,,,,,,,,,,HANPP Harvest Unused County-wide in gC/m2/yr,,,HANPP Harvest Unused County-wide in gC/m2/yr,,,,Total All HANPP Harvest Unused County-wide in gC/m2/yr,HANPP Harvest Aboveground County-wide in gC/m2/yr 10,,,,,,,,,,,,HANPP Harvest Aboveground County-wide in gC/m2/yr,,,HANPP Harvest Aboveground County-wide in gC/m2/yr,,,,Total All HANPP Harvest Aboveground County-wide in gC/m2/yr,     HANPP Harvest Belowground County-wide in gC/m2/yr 11,,,,,,,,,,,,HANPP Harvest Belowground County-wide in gC/m2/yr,,,HANPP Harvest Belowground County-wide in gC/m2/yr,,,,Total All HANPP Harvest Belowground County-wide in gC/m2/yr,HANPP Harvest Used Onsite in gC/m2/yr 12,,,,,,,,,,,,HANPP Harvest Used Onsite in gC/m2/yr,,,HANPP Harvest Used Onsite in gC/m2/yr,,,,Total All HANPP Harvest Used Onsite gC/m2/yr,HANPP Harvest Unused Onsite in gC/m2/yr 13,,,,,,,,,,,,HANPP Harvest Unused Onsite in gC/m2/yr,,,HANPP Harvest Unused Onsite in gC/m2/yr,,,,Total All HANPP Harvest Unused Onsite gC/m2/yr,      HANPP Harvest Aboveground Onsite in gC/m2/yr 14,,,,,,,,,,,,HANPP Harvest Aboveground Onsite in gC/m2/yr,,,HANPP Harvest Aboveground Onsite in gC/m2/yr,,,,Total All HANPP Harvest Aboveground Onsite gC/m2/yr,HANPP Harvest Belowground Onsite in gC/m2/yr 15,,,,,,,,,,,,HANPP Harvest Belowground Onsite in gC/m2/yr,,,HANPP Harvest Belowground Onsite in gC/m2/yr,,,,Total All HANPP Harvest Belowground Onsite gC/m2/yr
CALHOUN,MISSISSIPPI,MISSISSIPPI_CALHOUN,2012,1522259968,16.50559489,,2.751224732,,,21.98065774,,,5.598311158,2.994051871,4.982984039,54.81282443,,76.70157813,76.70157813,,0,,,,10.84282267,,1.807329096,,,14.4394901,,,3.677631466,1.966846619,3.273411995,36.00753195,,50.38664863,50.38664863,0,,,,,536.2441485,,339.6573743,,,282.6730676,,,99.44597492,530.1206436,178.8141209,1966.95533,,,,,,,,,8.747965292,,1.238051129,,,10.11110256,,,2.631206244,1.407204379,2.41355296,26.54908257,,65.83431976,,,,,,,7.757629598,,1.513173603,,,11.86955518,,,2.967104914,1.586847492,2.569431079,28.26374186,,10.86725837,10.86725837,,,,,,14.02975566,,1.238051129,,,10.11110256,,,4.814547596,2.78446824,3.297792518,36.2757177,,60.59424672,60.59424672,,,,,,2.475839234,,1.513173603,,,11.86955518,,,0.783763562,0.209583631,1.685191521,18.53710673,,16.10733141,16.10733141,,,,,,2.475839234,,0.813298093,,,6.642165446,,,1.728486789,0.924417911,1.258420747,13.84262822,,43.24775081,43.24775081,,,,,,5.096126655,,0.994031003,,,7.797324655,,,1.949144677,1.042428708,1.68790557,18.56696127,,7.13889782,7.13889782,,,,,,9.216399269,,1.50008315,,,12.56235639,,,3.162763061,1.829167355,2.827076922,31.09784615,,39.80545242,39.80545242,,,,,,1.6264234,,0.307245946,,,7.797324655,,,0.514868405,0.137679263,1.038354167,11.42189584,,10.58119621,10.58119621,,,,,,284.2093987,,152.8458184,,,130.0296111,,,46.73960821,249.1567025,86.2981139,949.2792529,,,,,,,,,252.0347498,,186.8115559,,,152.6434565,,,52.70636671,280.9639411,92.516007,1017.676077,,,,,,,,,455.8075262,,152.8458184,,,130.0296111,,,85.52353843,493.0121986,131.7218693,1448.940562,,,,,,,,,80.43662227,,186.8115559,,,152.6434565,,,13.92243649,37.10844505,47.09225162,518.0147678,,,,,,,,
CARROLL,MISSISSIPPI,MISSISSIPPI_CARROLL,2012,1643680000,26.15794192,,7.263233292,,,12.7975564,,,3.897008539,,5.011574015,55.12731416,6.170124051,17.36718847,23.53731252,,0,,,,15.91425455,,4.418885241,,,7.785917209,,,2.37090464,,3.048996164,33.5389578,3.753847495,10.5660399,14.3198874,0,,,,,922.6787273,,407.5888492,,,320.8010628,,,113.2028624,,176.4271502,1940.698652,,,,,,,,,13.86370922,,3.268454982,,,5.886875943,,,1.831594013,,2.485063416,27.33569757,3.619920213,14.90418353,,,,,,,12.2942327,,3.994778311,,,6.910680455,,,2.065414526,,2.526510599,27.79161659,2.550203838,2.463004937,5.013208775,,,,,,22.23425063,,3.268454982,,,5.886875943,,,3.351427343,,3.47410089,38.21510979,4.936099241,13.72007889,18.65617813,,,,,,3.923691288,,3.994778311,,,6.910680455,,,0.545581195,,1.537473125,16.91220437,1.23402481,3.647109578,4.881134389,,,,,,3.923691288,,1.988498358,,,3.581521916,,,1.114325181,,1.060803674,11.66884042,2.202326616,9.067570045,11.26989666,,,,,,7.479699639,,2.430386882,,,4.204395293,,,1.256579459,,1.537106127,16.9081674,1.551520879,1.498469858,3.049990737,,,,,,13.52711637,,3.66767475,,,6.773747972,,,2.038977991,,2.600751708,28.60826879,3.003077996,8.347171524,11.35024952,,,,,,2.387138183,,0.751210491,,,4.204395293,,,0.33192665,,0.767467062,8.442137678,0.750769499,2.21886838,2.969637879,,,,,,489.0197255,,183.4149821,,,147.5684889,,,53.20534534,,87.32085418,960.529396,,,,,,,,,433.6590018,,224.173867,,,173.2325739,,,59.99751708,,89.10629599,980.1692559,,,,,,,,,784.2769182,,183.4149821,,,147.5684889,,,97.35446168,,121.2614851,1333.876336,,,,,,,,,138.4018091,,224.173867,,,173.2325739,,,15.84840074,,55.16566508,606.8223159,,,,,,,,
CHICKASAW,MISSISSIPPI,MISSISSIPPI_CHICKASAW,2012,1306160000,12.98785445,,1.812071615,,,31.53329824,,,,,4.633322431,50.96654674,,31.12997947,31.12997947,,0,,,,9.943540187,,1.387327445,,,24.14198738,,,,,3.547285501,39.02014052,,23.83320533,23.83320533,0,,,,,616.7072389,,356.4651619,,,276.0992754,,,,,124.9271676,1374.198844,,,,,,,,,6.883562859,,0.815432227,,,14.50531719,,,,,2.220431228,24.4247435,,26.71459257,,,,,,,6.104291592,,0.996639388,,,17.02798105,,,,,2.412891203,26.54180323,,4.415386899,4.415386899,,,,,,11.03967628,,0.815432227,,,14.50531719,,,,,2.63604257,28.99646827,,24.59268378,24.59268378,,,,,,1.948178168,,0.996639388,,,17.02798105,,,,,1.997279861,21.97007847,,6.537295688,6.537295688,,,,,,1.948178168,,0.62429735,,,11.1053142,,,,,1.367778971,15.04556868,,20.45277192,20.45277192,,,,,,4.673463888,,0.763030095,,,13.03667319,,,,,1.847316717,20.32048389,,3.380433407,3.380433407,,,,,,8.452009159,,1.151481779,,,21.00352902,,,,,3.060701996,33.66772196,,18.82823221,18.82823221,,,,,,1.491531028,,0.235845666,,,13.03667319,,,,,1.476404988,16.24045487,,5.004973118,5.004973118,,,,,,326.8548366,,160.4093229,,,127.0056667,,,,,61.42698261,675.6968087,,,,,,,,,289.8524023,,196.055839,,,149.0936087,,,,,63.500185,698.502035,,,,,,,,,524.201153,,160.4093229,,,127.0056667,,,,,81.16161426,892.7777568,,,,,,,,,92.50608583,,196.055839,,,149.0936087,,,,,43.76555336,481.4210869,,,,,,,,
CHOCTAW,MISSISSIPPI,MISSISSIPPI_CHOCTAW,2012,1087389952,1.022965139,,0.363901925,,,0.966202019,,,0.175970102,,0.252903918,2.781943103,,68.34538333,68.34538333,,0,,,,0.940752797,,0.334656325,,,0.888551542,,,0.161827964,,0.232578863,2.558367491,,62.85268979,62.85268979,0,,,,,570.6527069,,436.302153,,,267.5533454,,,100.4952291,,137.5003434,1512.503778,,,,,,,,,0.542171524,,0.163755866,,,0.444452929,,,0.082705948,,0.123308627,1.356394893,,58.65556147,,,,,,,0.480793615,,0.200146059,,,0.52174909,,,0.093264154,,0.129595292,1.42554821,,9.689821861,9.689821861,,,,,,0.869520368,,0.163755866,,,0.444452929,,,0.151334288,,0.162906345,1.791969796,,53.99285283,53.99285283,,,,,,0.153444771,,0.200146059,,,0.52174909,,,0.024635814,,0.089997573,0.989973307,,14.3525305,14.3525305,,,,,,0.153444771,,0.150595346,,,0.408733709,,,0.076059143,,0.078883297,0.867716266,,53.94160702,53.94160702,,,,,,0.442153815,,0.184060979,,,0.479817833,,,0.085768821,,0.119180145,1.310981592,,8.911082766,8.911082766,,,,,,0.799639878,,0.27776475,,,0.773039842,,,0.139172049,,0.198961652,2.18857817,,49.65362493,49.65362493,,,,,,0.14111292,,0.056891575,,,0.479817833,,,0.022655915,,0.070047824,0.770526067,,13.19906485,13.19906485,,,,,,302.4459346,,196.3359688,,,123.0745389,,,47.23275765,,66.90892,735.99812,,,,,,,,,268.2067722,,239.9661841,,,144.4788065,,,53.2624714,,70.59142343,776.5056577,,,,,,,,,485.0548008,,196.3359688,,,123.0745389,,,86.42589698,,89.08912056,979.9803261,,,,,,,,,85.59790603,,239.9661841,,,144.4788065,,,14.06933207,,48.41122288,532.5234516,,,,,,,,
CLAIBORNE,MISSISSIPPI,MISSISSIPPI_CLAIBORNE,2012,1297740032,7.763126604,,0.995008877,,,2.822846646,,,,,1.158098213,12.73908034,,50.1611981,50.1611981,,0,,,,5.98203524,,0.766724345,,,2.175201948,,,,,0.892396153,9.816357687,,38.65273234,38.65273234,0,,,,,638.9404612,,338.2567253,,,293.8485145,,,,,127.1045701,1398.150271,,,,,,,,,4.1144571,,0.447753994,,,1.298509457,,,,,0.586072055,6.446792607,,43.04852043,,,,,,,3.648669504,,0.547254882,,,1.524337189,,,,,0.572026157,6.292287732,,7.112677671,7.112677671,,,,,,6.598657613,,0.447753994,,,1.298509457,,,,,0.834492106,9.179413171,,39.6273465,39.6273465,,,,,,1.164468991,,0.547254882,,,1.524337189,,,,,0.323606106,3.559667168,,10.5338516,10.5338516,,,,,,1.164468991,,0.345025955,,,1.000592896,,,,,0.251008784,2.761096626,,33.17191376,33.17191376,,,,,,2.811556563,,0.42169839,,,1.174609052,,,,,0.4407864,4.848650405,,5.480818573,5.480818573,,,,,,5.084729954,,0.636381207,,,1.892425695,,,,,0.761353686,8.374890541,,30.53565855,30.53565855,,,,,,0.897305286,,0.130343139,,,1.174609052,,,,,0.220225748,2.422483224,,8.117073791,8.117073791,,,,,,338.6384444,,152.2155264,,,135.1703167,,,,,62.60242875,688.6267163,,,,,,,,,300.3020168,,186.0411989,,,158.6781978,,,,,64.50214135,709.5235549,,,,,,,,,543.099392,,152.2155264,,,135.1703167,,,,,83.04852351,913.5337586,,,,,,,,,95.84106918,,186.0411989,,,158.6781978,,,,,44.05604659,484.6165125,,,,,,,,
CLARKE,MISSISSIPPI,MISSISSIPPI_CLARKE,2012,1796000000,0.426355001,,0.061907935,,,,,,,,0.048826294,0.53708923,,105.5607872,105.5607872,,0,,,,0.237391426,,0.034469897,,,,,,,,0.027186132,0.299047456,,58.77549398,58.77549398,0,,,,,564.3003576,,387.9797636,,,,,,,,95.22801213,1047.508133,,,,,,,,,0.225968151,,0.027858571,,,,,,,,0.025382672,0.279209394,,90.58451571,,,,,,,0.200386851,,0.034049364,,,,,,,,0.023443621,0.257879836,,14.97627148,14.97627148,,,,,,0.362401751,,0.027858571,,,#VALUE!,,,,,#VALUE!,#VALUE!,,83.39302188,83.39302188,,,,,,0.06395325,,0.034049364,,,,,,,,0.009800261,0.107802876,,22.16776531,22.16776531,,,,,,0.06395325,,0.015511454,,,,,,,,0.00794647,0.087411174,,50.43681276,50.43681276,,,,,,0.11157397,,0.018958443,,,,,,,,0.013053241,0.143585655,,8.338681226,8.338681226,,,,,,0.201782712,,0.028610015,,,,,,,,0.023039273,0.253431999,,46.43264024,46.43264024,,,,,,0.035608714,,0.005859883,,,,,,,,0.00414686,0.045615456,,12.34285374,12.34285374,,,,,,299.0791895,,174.5908936,,,,,,,,47.36700832,521.0370915,,,,,,,,,265.2211681,,213.38887,,,,,,,,47.86100381,526.4710419,,,,,,,,,479.655304,,174.5908936,,,,,,,,65.42461976,719.6708174,,,,,,,,,84.64505364,,213.38887,,,,,,,,29.80339237,327.837316,,,,,,,,
CLAY,MISSISSIPPI,MISSISSIPPI_CLAY,2012,1077629952,6.969448209,,1.742377775,,,10.25151679,,,,,1.896334277,20.85967705,1.412025615,21.13378382,22.54580944,,0,,,,6.467385391,,1.616860938,,,9.513021396,,,,,1.759726773,19.3569945,1.310306578,19.61135526,20.92166183,0,,,,,614.5897891,,356.4651619,,,297.7927899,,,,,126.8847741,1395.732515,,,,,,,,,3.693807551,,0.784069999,,,4.715697724,,,,,0.919357527,10.1129328,1.317890574,18.13612659,,,,,,,3.275640658,,0.958307776,,,5.535819067,,,,,0.97697675,10.74674425,0.094135041,2.997657228,3.091792269,,,,,,5.924030977,,0.784069999,,,4.715697724,,,,,1.14237987,12.56617857,1.129620492,16.69568922,17.82530971,,,,,,1.045417231,,0.958307776,,,5.535819067,,,,,0.753954407,8.293498482,0.282405123,4.438094603,4.720499726,,,,,,1.045417231,,0.727587422,,,4.375989842,,,,,0.61489945,6.763893945,1.222952806,16.82964227,18.05259508,,,,,,3.039671134,,0.889273516,,,5.137031554,,,,,0.90659762,9.972573824,0.087353772,2.781712983,2.869066754,,,,,,5.497277582,,1.341994578,,,8.276328615,,,,,1.511560078,16.62716085,1.048245263,15.49297065,16.54121591,,,,,,0.970107809,,0.274866359,,,5.137031554,,,,,0.638200572,7.020206294,0.262061316,4.118384604,4.380445919,,,,,,325.7325882,,160.4093229,,,136.9846833,,,,,62.31265944,685.4392539,,,,,,,,,288.8572009,,196.055839,,,160.8081065,,,,,64.57211465,710.2932611,,,,,,,,,522.4013208,,160.4093229,,,136.9846833,,,,,81.97953269,901.7748596,,,,,,,,,92.18846837,,196.055839,,,160.8081065,,,,,44.90524139,493.9576553,,,,,,,,
COAHOMA,MISSISSIPPI,MISSISSIPPI_COAHOMA,2012,1510509952,152.9846193,,31.06671622,,,122.1822123,,,33.07794635,2.036740743,34.1348235,375.4830585,,0.108131924,0.108131924,,0,,,,101.2801135,,20.56703842,,,80.88805517,,,21.89852924,1.348379559,22.59821159,248.5803274,,0.07158637,0.07158637,0,,,,,966.0864472,,389.3804126,,,289.2468599,,,129.6411772,453.9832736,222.833817,2451.171987,,,,,,,,,81.08184825,,13.9800223,,,56.20381767,,,15.54663478,0.957268149,16.77695912,184.5465503,,0.096117266,,,,,,,71.90277109,,17.08669392,,,65.97839466,,,17.53131157,1.079472594,17.35786438,190.9365082,,0.012014658,0.012014658,,,,,,130.0369264,,13.9800223,,,56.20381767,,,28.44703386,1.894168891,23.05619692,253.6181661,,0.08542422,0.08542422,,,,,,22.9476929,,17.08669392,,,65.97839466,,,4.630912489,0.142571852,11.07862658,121.8648924,,0.022707704,0.022707704,,,,,,22.9476929,,9.25516729,,,37.20850538,,,10.29230874,0.633738393,8.03374127,88.37115397,,0.063632329,0.063632329,,,,,,47.60165333,,11.31187113,,,43.67954979,,,11.6062205,0.714641166,11.49139359,126.4053295,,0.007954041,0.007954041,,,,,,86.08809645,,17.07064189,,,70.37260799,,,18.83273515,1.25399299,19.36180745,212.9798819,,0.056553232,0.056553232,,,,,,15.19201702,,3.496396532,,,43.67954979,,,3.065794093,0.094386569,6.5528144,72.08095841,,0.015033138,0.015033138,,,,,,512.025817,,175.2211857,,,133.0535556,,,60.93135326,213.3721386,109.460405,1204.064455,,,,,,,,,454.0606302,,214.1592269,,,156.1933043,,,68.70982389,240.611135,113.373412,1247.107532,,,,,,,,,821.1734801,,175.2211857,,,133.0535556,,,111.4914123,422.2044444,166.3144078,1829.458486,,,,,,,,,144.9129671,,214.1592269,,,156.1933043,,,18.1497648,31.77882915,56.51940923,621.7135015,,,,,,,,
COPIAH,MISSISSIPPI,MISSISSIPPI_COPIAH,2012,2018589952,2.269221623,,0.302828741,,,2.258277317,,,,,0.483032768,5.313360448,,102.1426169,102.1426169,,0,,,,1.124161755,,0.150019939,,,1.118739997,,,,,0.239292169,2.632213859,,50.60097363,50.60097363,0,,,,,714.1099272,,338.2567253,,,293.8485145,,,,,134.6215167,1480.836684,,,,,,,,,1.20268746,,0.136272933,,,1.038807566,,,,,0.237776796,2.615544755,,87.6529391,,,,,,,1.066534163,,0.166555807,,,1.219469751,,,,,0.245255972,2.697815693,,14.48967782,14.48967782,,,,,,1.928838379,,0.136272933,,,1.038807566,,,,,0.310391888,3.414310766,,80.69266737,80.69266737,,,,,,0.340383243,,0.166555807,,,1.219469751,,,,,0.17264088,1.899049682,,21.44994955,21.44994955,,,,,,0.340383243,,0.067508972,,,0.514620399,,,,,0.092251261,1.014763876,,43.42285515,43.42285515,,,,,,0.528356025,,0.082510966,,,0.604119598,,,,,0.121498659,1.336485248,,7.178118472,7.178118472,,,,,,0.955537492,,0.124516549,,,0.973303797,,,,,0.205335784,2.258693622,,39.97476917,39.97476917,,,,,,0.168624263,,0.02550339,,,0.604119598,,,,,0.079824725,0.878071976,,10.62620446,10.62620446,,,,,,378.4782614,,152.2155264,,,135.1703167,,,,,66.58641045,732.450515,,,,,,,,,335.6316658,,186.0411989,,,158.6781978,,,,,68.03510626,748.3861688,,,,,,,,,606.9934382,,152.2155264,,,135.1703167,,,,,89.43792812,983.8172094,,,,,,,,,107.1164891,,186.0411989,,,158.6781978,,,,,45.18358859,497.0194744,,,,,,,,
COVINGTON,MISSISSIPPI,MISSISSIPPI_COVINGTON,2012,1074680064,0.91510392,,0.739219515,,,,,,,,0.165432343,1.819755778,,43.58317272,43.58317272,,0,,,,0.851512883,,0.687850775,,,,,,,,0.153936366,1.693300024,,40.55455589,40.55455589,0,,,,,426.1367616,,239.5109732,,,,,,,,66.56477348,732.2125083,,,,,,,,,0.485005078,,0.332648782,,,,,,,,0.081765386,0.899419245,,37.40163106,,,,,,,0.430098842,,0.406570733,,,,,,,,0.083666958,0.920336533,,6.181541658,6.181541658,,,,,,0.777838332,,0.332648782,,,#VALUE!,,,,,#VALUE!,#VALUE!,,34.43070645,34.43070645,,,,,,0.137265588,,0.406570733,,,,,,,,0.054383632,0.598219953,,9.152466272,9.152466272,,,,,,0.137265588,,0.309532849,,,,,,,,0.044679844,0.49147828,,34.80257271,34.80257271,,,,,,0.400211055,,0.378317926,,,,,,,,0.077852898,0.85638188,,5.751983186,5.751983186,,,,,,0.723785951,,0.570916143,,,,,,,,0.129470209,1.424172304,,32.03809915,32.03809915,,,,,,0.127726933,,0.116934632,,,,,,,,0.024466156,0.269127721,,8.516456737,8.516456737,,,,,,225.8524837,,107.779938,,,,,,,,33.36324216,366.9956638,,,,,,,,,200.284278,,131.7310353,,,,,,,,33.20153132,365.2168446,,,,,,,,,362.2162474,,107.779938,,,,,,,,46.99961853,516.9958039,,,,,,,,,63.92051424,,131.7310353,,,,,,,,19.56515495,215.2167045,,,,,,,,
DESOTO,MISSISSIPPI,MISSISSIPPI_DESOTO,2012,1287000064,,,,,,,,,,,0,0,,1.141392532,1.141392532,,0,,,,,,,,,,,,,,0,0,,0.88686284,0.88686284,0,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,,0.979194646,,,,,,,,,,,,,,,,,0,0,,0.162197886,0.162197886,,,,,,,,,,,#VALUE!,,,,,#VALUE!,#VALUE!,,0.9017001,0.9017001,,,,,,,,,,,,,,,,0,0,,0.239692432,0.239692432,,,,,,,,,,,,,,,,0,0,,0.760834963,0.760834963,,,,,,,,,,,,,,,,0,0,,0.126027877,0.126027877,,,,,,,,,,,,,,,,0,0,,0.700621643,0.700621643,,,,,,,,,,,,,,,,0,0,,0.186241196,0.186241196,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,
FORREST,MISSISSIPPI,MISSISSIPPI_FORREST,2012,1217830016,0.341084001,,0.123815886,,,,,,,,0.046489989,0.511389876,,24.78623992,24.78623992,,0,,,,0.280075213,,0.101669268,,,,,,,,0.038174448,0.419918929,,20.35279111,20.35279111,0,,,,,564.3003576,,387.9797636,,,,,,,,95.22801213,1047.508133,,,,,,,,,0.180774521,,0.055717149,,,,,,,,0.023649167,0.260140836,,21.27195239,,,,,,,0.160309481,,0.068098737,,,,,,,,0.022840822,0.25124904,,3.514287532,3.514287532,,,,,,0.289921401,,0.055717149,,,#VALUE!,,,,,#VALUE!,#VALUE!,,19.58112954,19.58112954,,,,,,0.0511626,,0.068098737,,,,,,,,0.011926134,0.131187471,,5.205110384,5.205110384,,,,,,0.0511626,,0.045751171,,,,,,,,0.009691377,0.106605148,,17.46709484,17.46709484,,,,,,0.13163535,,0.055918097,,,,,,,,0.018755345,0.206308792,,2.885696268,2.885696268,,,,,,0.238063931,,0.084385492,,,,,,,,0.032244942,0.354694366,,16.07870498,16.07870498,,,,,,0.042011282,,0.017283776,,,,,,,,0.005929506,0.065224563,,4.274086133,4.274086133,,,,,,299.0791895,,174.5908936,,,,,,,,47.36700832,521.0370915,,,,,,,,,265.2211681,,213.38887,,,,,,,,47.86100381,526.4710419,,,,,,,,,479.655304,,174.5908936,,,,,,,,65.42461976,719.6708174,,,,,,,,,84.64505364,,213.38887,,,,,,,,29.80339237,327.837316,,,,,,,,
FRANKLIN,MISSISSIPPI,MISSISSIPPI_FRANKLIN,2012,1468169984,1.745555094,,0.346090068,,,0.846853994,,,,,0.293849916,3.232349072,22.36990883,48.2628821,70.63279094,,0,,,,1.188932558,,0.235728881,,,0.576809227,,,,,0.200147067,2.201617733,15.23659323,32.87281625,48.10940947,0,,,,,714.1099272,,338.2567253,,,293.8485145,,,,,134.6215167,1480.836684,,,,,,,,,0.9251442,,0.155740531,,,0.389552837,,,,,0.147043757,1.617481325,18.57027627,41.41452691,,,,,,,0.820410894,,0.190349537,,,0.457301157,,,,,0.146806159,1.614867747,3.799632564,6.84835519,10.64798775,,,,,,1.48372183,,0.155740531,,,0.389552837,,,,,0.20290152,2.231916718,17.89592707,38.12767686,56.02360393,,,,,,0.261833264,,0.190349537,,,0.457301157,,,,,0.090948396,1.000432354,4.473981767,10.13520524,14.60918701,,,,,,0.261833264,,0.106077997,,,0.265332244,,,,,0.063324351,0.696567856,12.64858734,28.20826428,40.85685161,,,,,,0.558798302,,0.129650885,,,0.311476983,,,,,0.099992617,1.099918787,2.588005889,4.664551969,7.252557858,,,,,,1.010592674,,0.195654971,,,0.501824028,,,,,0.170807167,1.878878841,12.18927458,25.96952483,38.15879942,,,,,,0.178339884,,0.04007391,,,0.311476983,,,,,0.052989078,0.582879854,3.047318645,6.903291412,9.950610057,,,,,,378.4782614,,152.2155264,,,135.1703167,,,,,66.58641045,732.450515,,,,,,,,,335.6316658,,186.0411989,,,158.6781978,,,,,68.03510626,748.3861688,,,,,,,,,606.9934382,,152.2155264,,,135.1703167,,,,,89.43792812,983.8172094,,,,,,,,,107.1164891,,186.0411989,,,158.6781978,,,,,45.18358859,497.0194744,,,,,,,,
GEORGE,MISSISSIPPI,MISSISSIPPI_GEORGE,2012,1252989952,0.726509448,,0.103179908,,,,,,,,0.082968936,0.912658292,,27.82594846,27.82594846,,0,,,,0.57982065,,0.082346956,,,,,,,,0.066216761,0.728384366,,22.20763894,22.20763894,0,,,,,381.6703169,,387.9797636,,,,,,,,76.96500806,846.6150886,,,,,,,,,0.385050008,,0.046430959,,,,,,,,0.043148097,0.474629063,,23.87913323,,,,,,,0.341459441,,0.056748949,,,,,,,,0.039820839,0.438029229,,3.946815228,3.946815228,,,,,,0.617533031,,0.046430959,,,#VALUE!,,,,,#VALUE!,#VALUE!,,21.98249928,21.98249928,,,,,,0.108976417,,0.056748949,,,,,,,,0.016572537,0.182297903,,5.843449176,5.843449176,,,,,,0.108976417,,0.03705613,,,,,,,,0.014603255,0.160635802,,19.05772124,19.05772124,,,,,,0.272515705,,0.045290826,,,,,,,,0.031780653,0.349587184,,3.1499177,3.1499177,,,,,,0.492847552,,0.068347973,,,,,,,,0.056119553,0.617315078,,17.54403477,17.54403477,,,,,,0.086973097,,0.013998982,,,,,,,,0.010097208,0.111069288,,4.663604178,4.663604178,,,,,,202.285268,,174.5908936,,,,,,,,37.68761616,414.5637778,,,,,,,,,179.385049,,213.38887,,,,,,,,39.2773919,432.0513109,,,,,,,,,324.4197694,,174.5908936,,,,,,,,49.9010663,548.9117293,,,,,,,,,57.25054754,,213.38887,,,,,,,,27.06394175,297.7033593,,,,,,,,
GREENE,MISSISSIPPI,MISSISSIPPI_GREENE,2012,1861639936,1.108523003,,0.020635978,,,,,,,,0.112915898,1.24207488,15.84891781,101.7401259,117.5890437,,0,,,,0.595455105,,0.011084839,,,,,,,,0.060653994,0.667193938,8.513417394,54.65080755,63.16422495,0,,,,,564.3003576,,387.9797636,,,,,,,,95.22801213,1047.508133,,,,,,,,,0.587517192,,0.00928619,,,,,,,,0.059680338,0.65648372,11.52726366,87.31052134,,,,,,,0.521005812,,0.011349788,,,,,,,,0.05323556,0.58559116,4.321654155,14.42960453,18.75125869,,,,,,0.942244553,,0.00928619,,,#VALUE!,,,,,#VALUE!,#VALUE!,12.67913425,80.37469944,93.05383369,,,,,,0.166278451,,0.011349788,,,,,,,,0.017762824,0.195391063,3.169783562,21.36542643,24.53521,,,,,,0.166278451,,0.004988177,,,,,,,,0.017126663,0.188393291,6.191994184,46.89978962,53.0917838,,,,,,0.279863899,,0.006096661,,,,,,,,0.028596056,0.314556617,2.321423209,7.751017935,10.07244114,,,,,,0.506136839,,0.009200416,,,,,,,,0.051533726,0.566870981,6.810733915,43.17413797,49.98487188,,,,,,0.089318266,,0.001884423,,,,,,,,0.009120269,0.100322957,1.702683479,11.47666959,13.17935306,,,,,,299.0791895,,174.5908936,,,,,,,,47.36700832,521.0370915,,,,,,,,,265.2211681,,213.38887,,,,,,,,47.86100381,526.4710419,,,,,,,,,479.655304,,174.5908936,,,,,,,,65.42461976,719.6708174,,,,,,,,,84.64505364,,213.38887,,,,,,,,29.80339237,327.837316,,,,,,,,
