State,States,COUNTY,County,Species_Group,Growing_Stock,Non_growing_Stock,All_Sources,Growing_Stock,Non_growing_Stock,All_Sources,Growing_Stock,Non_rowing_Stock,All_Sources,Growing_Stock,Non_growing_Stock,All_Sources,Hardwood_Density_lb_ft3,Df,CC,Percentshoot,HANPP_lb_C_perthousand_cubicfeet,TotalHANPP_Harvest_in_Tonnes,HANPP_harvest_used_in_Tonnes,HANPP_Harvest_unused_in_Tonnes,HANPP_Harvest_above_ground_in_Tonnes,HANPP_Harvest_below_ground_in_Tonnes,Stcnty
AR 1997,ARKANSAS,MILLER,Miller,Hardwood,"3,866","1,211","5,077",777,"1,047","1,824",693,481,"1,174","5,336","2,739","8,075",43,0.78,0.45,0.80,18866,69104,43448,25656,55283,13821,ARKANSAS_MILLER
AR 1997,ARKANSAS,MISSISSIPPI,Mississippi,Hardwood,876,187,"1,063",163,219,382,145,101,246,"1,184",507,"1,691",43,0.78,0.45,0.80,18866,14471,9097,5374,11577,2894,ARKANSAS_MISSISSIPPI
AR 1997,ARKANSAS,MONROE,Monroe,Hardwood,"2,028",489,"2,517",385,519,904,344,238,582,"2,756","1,247","4,003",43,0.78,0.45,0.80,18866,34257,21540,12717,27405,6851,ARKANSAS_MONROE
AR 1997,ARKANSAS,MONTGOMERY,Montgomery,Hardwood,"2,004",440,"2,444",374,504,878,334,231,565,"2,711","1,176","3,887",43,0.78,0.45,0.80,18866,33264,20915,12349,26611,6653,ARKANSAS_MONTGOMERY
AR 1997,ARKANSAS,NEVADA,Nevada,Hardwood,"5,246","1,583","6,829","1,045","1,408","2,453",932,647,"1,579","7,224","3,637","10,861",43,0.78,0.45,0.80,18866,92946,58441,34505,74356,18589,ARKANSAS_NEVADA
AR 1997,ARKANSAS,NEWTON,Newton,Hardwood,"2,620",561,"3,181",487,656,"1,143",434,301,735,"3,541","1,518","5,059",43,0.78,0.45,0.80,18866,43294,27222,16071,34635,8659,ARKANSAS_NEWTON
AR 1997,ARKANSAS,OUACHITA,Ouachita,Hardwood,"5,391","1,396","6,787","1,039","1,399","2,438",926,643,"1,569","7,356","3,438","10,794",43,0.78,0.45,0.80,18866,92372,58081,34291,73898,18474,ARKANSAS_OUACHITA
AR 1997,ARKANSAS,PERRY,Perry,Hardwood,740,162,902,138,186,324,123,86,209,"1,001",434,"1,435",43,0.78,0.45,0.80,18866,12280,7719,4561,9824,2456,ARKANSAS_PERRY
AR 1997,ARKANSAS,PHILLIPS,Phillips,Hardwood,"1,876",441,"2,317",355,477,832,316,220,536,"2,547","1,138","3,685",43,0.78,0.45,0.80,18866,31535,19828,11707,25228,6307,ARKANSAS_PHILLIPS
AR 1997,ARKANSAS,PIKE,Pike,Hardwood,"3,910","1,083","4,993",764,"1,030","1,794",681,473,"1,154","5,356","2,585","7,941",43,0.78,0.45,0.80,18866,67957,42729,25228,54366,13591,ARKANSAS_PIKE
AR 1997,ARKANSAS,POINSETT,Poinsett,Hardwood,6,2,8,1,2,3,1,1,2,9,4,13,43,0.78,0.45,0.80,18866,111,68,43,89,22,ARKANSAS_POINSETT
AR 1997,ARKANSAS,POLK,Polk,Hardwood,"7,488","2,218","9,706","1,486","2,001","3,487","1,325",919,"2,244","10,299","5,138","15,437",43,0.78,0.45,0.80,18866,132106,83061,49044,105685,26421,ARKANSAS_POLK
AR 1997,ARKANSAS,POPE,Pope,Hardwood,"1,659",358,"2,017",309,415,724,275,191,466,"2,243",964,"3,207",43,0.78,0.45,0.80,18866,27445,17261,10184,21956,5489,ARKANSAS_POPE
AR 1997,ARKANSAS,PRAIRIE,Prairie,Hardwood,"1,515",332,"1,847",283,380,663,252,175,427,"2,050",887,"2,937",43,0.78,0.45,0.80,18866,25134,15806,9328,20107,5027,ARKANSAS_PRAIRIE
AR 1997,ARKANSAS,PULASKI,Pulaski,Hardwood,"2,384",679,"3,063",469,631,"1,100",418,290,708,"3,271","1,600","4,871",43,0.78,0.45,0.80,18866,41685,26212,15472,33348,8337,ARKANSAS_PULASKI
AR 1997,ARKANSAS,RANDOLPH,Randolph,Hardwood,"1,236",263,"1,499",230,309,539,205,142,347,"1,670",715,"2,385",43,0.78,0.45,0.80,18866,20410,12828,7582,16328,4082,ARKANSAS_RANDOLPH
AR 1997,ARKANSAS,SALINE,Saline,Hardwood,"2,001",513,"2,514",385,518,903,343,238,581,"2,729","1,269","3,998",43,0.78,0.45,0.80,18866,34214,21514,12700,27371,6843,ARKANSAS_SALINE
AR 1997,ARKANSAS,SCOTT,Scott,Hardwood,605,134,739,113,153,266,101,70,171,820,356,"1,176",43,0.78,0.45,0.80,18866,10064,6324,3740,8051,2013,ARKANSAS_SCOTT
AR 1997,ARKANSAS,SEARCY,Searcy,Hardwood,"1,585",349,"1,934",296,399,695,264,183,447,"2,145",931,"3,076",43,0.78,0.45,0.80,18866,26324,16551,9773,21059,5265,ARKANSAS_SEARCY
AR 1997,ARKANSAS,SEVIER,Sevier,Hardwood,"2,755",723,"3,478",532,717,"1,249",475,329,804,"3,762","1,769","5,531",43,0.78,0.45,0.80,18866,47333,29764,17569,37866,9467,ARKANSAS_SEVIER
AR 1997,ARKANSAS,SHARP,Sharp,Hardwood,"1,898",406,"2,304",353,475,828,315,218,533,"2,566","1,099","3,665",43,0.78,0.45,0.80,18866,31364,19717,11647,25091,6273,ARKANSAS_SHARP
AR 1997,ARKANSAS,ST. FRANCIS,St. Francis,Hardwood,"4,125","1,013","5,138",787,"1,059","1,846",701,487,"1,188","5,613","2,559","8,172",43,0.78,0.45,0.80,18866,69934,43970,25964,55947,13987,ARKANSAS_ST. FRANCIS
AR 1997,ARKANSAS,STONE,Stone,Hardwood,"2,052",445,"2,497",382,515,897,341,236,577,"2,774","1,197","3,971",43,0.78,0.45,0.80,18866,33983,21369,12614,27186,6797,ARKANSAS_STONE
AR 1997,ARKANSAS,UNION,Union,Hardwood,"16,871","5,156","22,027","3,372","4,541","7,913","3,006","2,086","5,092","23,248","11,784","35,032",43,0.78,0.45,0.80,18866,299794,188501,111293,239836,59959,ARKANSAS_UNION
AR 1997,ARKANSAS,VAN BUREN,Van Buren,Hardwood,"1,301",356,"1,657",254,341,595,226,157,383,"1,781",854,"2,635",43,0.78,0.45,0.80,18866,22550,14180,8369,18040,4510,ARKANSAS_VAN BUREN
AR 1997,ARKANSAS,WASHINGTON,Washington,Hardwood,"2,048",443,"2,491",381,514,895,340,236,576,"2,769","1,193","3,962",43,0.78,0.45,0.80,18866,33906,21317,12588,27125,6781,ARKANSAS_WASHINGTON
AR 1997,ARKANSAS,WHITE,White,Hardwood,"3,458",858,"4,316",661,890,"1,551",589,409,998,"4,708","2,157","6,865",43,0.78,0.45,0.80,18866,58749,36935,21814,46999,11750,ARKANSAS_WHITE
AR 1997,ARKANSAS,WOODRUFF,Woodruff,Hardwood,"1,668",357,"2,025",310,417,727,276,192,468,"2,254",966,"3,220",43,0.78,0.45,0.80,18866,27556,17329,10226,22045,5511,ARKANSAS_WOODRUFF
AR 1997,ARKANSAS,YELL,Yell,Hardwood,"1,210",284,"1,494",229,308,537,204,141,345,"1,642",734,"2,376",43,0.78,0.45,0.80,18866,20333,12785,7548,16267,4067,ARKANSAS_YELL
AZ 1997,ARIZONA,APACHE,Apache,Hardwood,0,332,332,0,0,0,0,0,0,0,332,332,43,0.78,0.45,0.80,18866,2841,2841,0,2273,568,ARIZONA_APACHE
AZ 1997,ARIZONA,COCHISE,Cochise,Hardwood,0,231,231,0,0,0,0,0,0,0,231,231,43,0.78,0.45,0.80,18866,1977,1977,0,1581,395,ARIZONA_COCHISE
AZ 1997,ARIZONA,COCONINO,Coconino,Hardwood,0,"2,373","2,373",0,0,0,0,0,0,0,"2,373","2,373",43,0.78,0.45,0.80,18866,20307,20307,0,16246,4061,ARIZONA_COCONINO
AZ 1997,ARIZONA,GILA,Gila,Hardwood,0,431,431,0,0,0,0,0,0,0,431,431,43,0.78,0.45,0.80,18866,3688,3688,0,2951,738,ARIZONA_GILA
AZ 1997,ARIZONA,MARICOPA,Maricopa,Hardwood,0,161,161,0,0,0,0,0,0,0,161,161,43,0.78,0.45,0.80,18866,1378,1378,0,1102,276,ARIZONA_MARICOPA
AZ 1997,ARIZONA,NAVAJO,Navajo,Hardwood,0,322,322,0,0,0,0,0,0,0,322,322,43,0.78,0.45,0.80,18866,2756,2756,0,2204,551,ARIZONA_NAVAJO
AZ 1997,ARIZONA,PIMA,Pima,Hardwood,6,"1,523","1,528",0,215,215,0,0,0,6,"1,738","1,743",43,0.78,0.45,0.80,18866,14916,13076,1840,11933,2983,ARIZONA_PIMA
AZ 1997,ARIZONA,PINAL,Pinal,Hardwood,0,22,22,0,0,0,0,0,0,0,22,22,43,0.78,0.45,0.80,18866,188,188,0,151,38,ARIZONA_PINAL
AZ 1997,ARIZONA,YAVAPAI,Yavapai,Hardwood,0,"1,507","1,507",0,0,0,0,0,0,0,"1,507","1,507",43,0.78,0.45,0.80,18866,12897,12897,0,10317,2579,ARIZONA_YAVAPAI
CA 1997,CALIFORNIA,ALAMEDA,Alameda,Hardwood,"9,013","45,781","54,794",901,0,901,0,0,0,"9,915","45,781","55,696",43,0.78,0.45,0.80,18866,476631,468912,7719,381305,95326,CALIFORNIA_ALAMEDA
CA 1997,CALIFORNIA,AMADOR,Amador,Hardwood,4,0,4,0,0,0,0,0,0,4,0,4,43,0.78,0.45,0.80,18866,34,34,0,27,7,CALIFORNIA_AMADOR
CA 1997,CALIFORNIA,BUTTE,Butte,Hardwood,0,0,0,0,0,0,0,3,4,0,3,4,43,0.78,0.45,0.80,18866,34,0,34,27,7,CALIFORNIA_BUTTE
CA 1997,CALIFORNIA,CALAVERAS,Calaveras,Hardwood,20,0,20,2,0,2,0,0,0,22,0,22,43,0.78,0.45,0.80,18866,188,171,17,151,38,CALIFORNIA_CALAVERAS
CA 1997,CALIFORNIA,DEL NORTE,Del Norte,Hardwood,0,0,0,0,0,0,4,33,37,4,33,37,43,0.78,0.45,0.80,18866,317,0,317,253,63,CALIFORNIA_DEL NORTE
CA 1997,CALIFORNIA,EL DORADO,El Dorado,Hardwood,10,0,10,1,0,1,0,0,0,11,0,11,43,0.78,0.45,0.80,18866,94,86,9,75,19,CALIFORNIA_EL DORADO
CA 1997,CALIFORNIA,HUMBOLDT,Humboldt,Hardwood,0,0,0,0,0,0,1,7,7,1,7,7,43,0.78,0.45,0.80,18866,60,0,60,48,12,CALIFORNIA_HUMBOLDT
CA 1997,CALIFORNIA,MARIPOSA,Mariposa,Hardwood,4,0,4,0,0,0,0,0,0,4,0,4,43,0.78,0.45,0.80,18866,34,34,0,27,7,CALIFORNIA_MARIPOSA
CA 1997,CALIFORNIA,MENDOCINO,Mendocino,Hardwood,0,0,0,0,0,0,4,61,66,4,61,66,43,0.78,0.45,0.80,18866,565,0,565,452,113,CALIFORNIA_MENDOCINO
CA 1997,CALIFORNIA,SANTA CRUZ,Santa Cruz,Hardwood,0,0,0,0,0,0,1,11,12,1,11,12,43,0.78,0.45,0.80,18866,103,0,103,82,21,CALIFORNIA_SANTA CRUZ
CA 1997,CALIFORNIA,SHASTA,Shasta,Hardwood,0,0,0,0,0,0,0,3,3,0,3,3,43,0.78,0.45,0.80,18866,26,0,26,21,5,CALIFORNIA_SHASTA
CA 1997,CALIFORNIA,SISKIYOU,Siskiyou,Hardwood,0,0,0,0,0,0,0,0,0,0,0,0,43,0.78,0.45,0.80,18866,0,0,0,0,0,CALIFORNIA_SISKIYOU
CA 1997,CALIFORNIA,SONOMA,Sonoma,Hardwood,0,0,0,0,0,0,1,11,11,1,11,11,43,0.78,0.45,0.80,18866,94,0,94,75,19,CALIFORNIA_SONOMA
CA 1997,CALIFORNIA,TEHAMA,Tehama,Hardwood,0,0,0,0,0,0,0,2,2,0,2,2,43,0.78,0.45,0.80,18866,17,0,17,14,3,CALIFORNIA_TEHAMA
CA 1997,CALIFORNIA,TRINITY,Trinity,Hardwood,0,0,0,0,0,0,2,14,16,2,14,16,43,0.78,0.45,0.80,18866,137,0,137,110,27,CALIFORNIA_TRINITY
CA 1997,CALIFORNIA,TUOLUMNE,Tuolumne,Hardwood,61,0,61,6,0,6,0,0,0,67,0,67,43,0.78,0.45,0.80,18866,573,522,51,459,115,CALIFORNIA_TUOLUMNE
CO 1997,COLORADO,ARCHULETA,Archuleta,Hardwood,27,2,30,2,5,7,0,0,0,29,7,36,43,0.78,0.45,0.80,18866,308,257,51,246,62,COLORADO_ARCHULETA
CO 1997,COLORADO,CONEJOS,Conejos,Hardwood,58,8,67,4,10,14,0,0,0,62,18,81,43,0.78,0.45,0.80,18866,693,573,120,555,139,COLORADO_CONEJOS
CO 1997,COLORADO,DELTA,Delta,Hardwood,215,795,"1,009",15,37,53,0,0,0,230,832,"1,062",43,0.78,0.45,0.80,18866,9088,8635,454,7271,1818,COLORADO_DELTA
CO 1997,COLORADO,DENVER,Denver,Hardwood,22,89,111,0,4,4,0,0,0,22,93,115,43,0.78,0.45,0.80,18866,984,950,34,787,197,COLORADO_DENVER
CO 1997,COLORADO,DOLORES,Dolores,Hardwood,888,452,"1,339",64,154,218,0,0,0,952,606,"1,558",43,0.78,0.45,0.80,18866,13333,11459,1874,10666,2667,COLORADO_DOLORES
CO 1997,COLORADO,DOUGLAS,Douglas,Hardwood,0,491,491,0,0,0,0,0,0,0,491,491,43,0.78,0.45,0.80,18866,4202,4202,0,3361,840,COLORADO_DOUGLAS
CO 1997,COLORADO,EAGLE,Eagle,Hardwood,87,8,95,6,15,21,0,0,0,93,23,116,43,0.78,0.45,0.80,18866,993,813,180,794,199,COLORADO_EAGLE
CO 1997,COLORADO,EL PASO,El Paso,Hardwood,0,233,233,0,0,0,0,0,0,0,233,233,43,0.78,0.45,0.80,18866,1994,1994,0,1595,399,COLORADO_EL PASO
CO 1997,COLORADO,FREMONT,Fremont,Hardwood,15,4,19,1,3,4,0,0,0,16,7,23,43,0.78,0.45,0.80,18866,197,163,34,157,39,COLORADO_FREMONT
CO 1997,COLORADO,GARFIELD,Garfield,Hardwood,488,670,"1,157",3,85,88,0,0,0,491,754,"1,245",43,0.78,0.45,0.80,18866,10654,9901,753,8524,2131,COLORADO_GARFIELD
CO 1997,COLORADO,GRAND,Grand,Hardwood,201,951,"1,153",1,35,36,0,0,0,203,986,"1,189",43,0.78,0.45,0.80,18866,10175,9867,308,8140,2035,COLORADO_GRAND
CO 1997,COLORADO,GUNNISON,Gunnison,Hardwood,225,17,242,16,39,55,0,0,0,241,56,297,43,0.78,0.45,0.80,18866,2542,2071,471,2033,508,COLORADO_GUNNISON
CO 1997,COLORADO,HINSDALE,Hinsdale,Hardwood,42,4,46,3,7,10,0,0,0,45,11,56,43,0.78,0.45,0.80,18866,479,394,86,383,96,COLORADO_HINSDALE
CO 1997,COLORADO,JACKSON,Jackson,Hardwood,76,7,83,5,13,19,0,0,0,81,20,101,43,0.78,0.45,0.80,18866,864,710,154,691,173,COLORADO_JACKSON
CO 1997,COLORADO,JEFFERSON,Jefferson,Hardwood,0,112,112,0,0,0,0,0,0,0,112,112,43,0.78,0.45,0.80,18866,958,958,0,767,192,COLORADO_JEFFERSON
CO 1997,COLORADO,KIT CARSON,Kit Carson,Hardwood,222,679,901,0,39,39,0,0,0,222,718,940,43,0.78,0.45,0.80,18866,8044,7711,334,6435,1609,COLORADO_KIT CARSON
CO 1997,COLORADO,LA PLATA,La Plata,Hardwood,111,225,336,8,19,27,0,0,0,119,244,363,43,0.78,0.45,0.80,18866,3106,2875,231,2485,621,COLORADO_LA PLATA
CO 1997,COLORADO,LARIMER,Larimer,Hardwood,17,574,591,1,30,31,0,0,0,18,603,621,43,0.78,0.45,0.80,18866,5314,5058,257,4251,1063,COLORADO_LARIMER
CO 1997,COLORADO,MESA,Mesa,Hardwood,85,246,331,4,15,19,0,0,0,89,261,349,43,0.78,0.45,0.80,18866,2987,2833,154,2389,597,COLORADO_MESA
CO 1997,COLORADO,MINERAL,Mineral,Hardwood,335,247,582,8,58,66,0,0,0,343,305,648,43,0.78,0.45,0.80,18866,5545,4981,565,4436,1109,COLORADO_MINERAL
CO 1997,COLORADO,MOFFAT,Moffat,Hardwood,4,0,4,0,1,1,0,0,0,4,1,5,43,0.78,0.45,0.80,18866,43,34,9,34,9,COLORADO_MOFFAT
CO 1997,COLORADO,MONTEZUMA,Montezuma,Hardwood,"2,465",681,"3,145",165,428,593,0,0,0,"2,630","1,109","3,738",43,0.78,0.45,0.80,18866,31989,26914,5075,25591,6398,COLORADO_MONTEZUMA
CO 1997,COLORADO,MONTROSE,Montrose,Hardwood,45,"2,129","2,174",3,8,11,0,0,0,48,"2,137","2,185",43,0.78,0.45,0.80,18866,18699,18605,94,14959,3740,COLORADO_MONTROSE
CO 1997,COLORADO,PARK,Park,Hardwood,6,27,33,0,1,1,0,0,0,6,28,34,43,0.78,0.45,0.80,18866,291,282,9,233,58,COLORADO_PARK
CO 1997,COLORADO,PITKIN,Pitkin,Hardwood,116,113,229,0,20,21,0,0,0,117,133,250,43,0.78,0.45,0.80,18866,2139,1960,180,1712,428,COLORADO_PITKIN
CO 1997,COLORADO,PUEBLO,Pueblo,Hardwood,222,224,446,0,39,39,0,0,0,222,263,485,43,0.78,0.45,0.80,18866,4150,3817,334,3320,830,COLORADO_PUEBLO
CO 1997,COLORADO,RIO BLANCO,Rio Blanco,Hardwood,30,20,49,2,5,7,0,0,0,32,25,57,43,0.78,0.45,0.80,18866,488,419,68,390,98,COLORADO_RIO BLANCO
CO 1997,COLORADO,RIO GRANDE,Rio Grande,Hardwood,97,5,103,7,17,24,0,0,0,104,22,126,43,0.78,0.45,0.80,18866,1078,881,197,863,216,COLORADO_RIO GRANDE
CO 1997,COLORADO,ROUTT,Routt,Hardwood,110,740,850,8,19,27,0,0,0,118,759,877,43,0.78,0.45,0.80,18866,7505,7274,231,6004,1501,COLORADO_ROUTT
CO 1997,COLORADO,SAGUACHE,Saguache,Hardwood,558,524,"1,082",4,97,101,0,0,0,562,621,"1,183",43,0.78,0.45,0.80,18866,10124,9259,864,8099,2025,COLORADO_SAGUACHE
CO 1997,COLORADO,SAN MIGUEL,San Miguel,Hardwood,578,7,584,42,100,142,0,0,0,619,107,726,43,0.78,0.45,0.80,18866,6213,4998,1215,4970,1243,COLORADO_SAN MIGUEL
CO 1997,COLORADO,SUMMIT,Summit,Hardwood,4,108,112,0,1,1,0,0,0,4,109,113,43,0.78,0.45,0.80,18866,967,958,9,774,193,COLORADO_SUMMIT
CO 1997,COLORADO,TELLER,Teller,Hardwood,45,219,264,3,8,11,0,0,0,48,227,275,43,0.78,0.45,0.80,18866,2353,2259,94,1883,471,COLORADO_TELLER
CO 1997,COLORADO,WELD,Weld,Hardwood,0,1,1,0,0,0,0,0,0,0,1,1,43,0.78,0.45,0.80,18866,9,9,0,7,2,COLORADO_WELD
CT 1997,CONNECTICUT,FAIRFIELD,Fairfield,Hardwood,61,130,191,9,29,38,0,0,0,70,159,229,43,0.78,0.45,0.80,18866,1960,1635,325,1568,392,CONNECTICUT_FAIRFIELD
CT 1997,CONNECTICUT,HARTFORD,Hartford,Hardwood,284,605,890,40,135,175,0,0,0,325,740,"1,065",43,0.78,0.45,0.80,18866,9114,7616,1498,7291,1823,CONNECTICUT_HARTFORD
CT 1997,CONNECTICUT,LITCHFIELD,Litchfield,Hardwood,"1,715","3,649","5,364",244,813,"1,057",0,0,0,"1,959","4,462","6,421",43,0.78,0.45,0.80,18866,54949,45904,9046,43959,10990,CONNECTICUT_LITCHFIELD
CT 1997,CONNECTICUT,MIDDLESEX,Middlesex,Hardwood,925,"1,969","2,895",131,439,570,0,2,2,"1,057","2,410","3,467",43,0.78,0.45,0.80,18866,29670,24775,4895,23736,5934,CONNECTICUT_MIDDLESEX
CT 1997,CONNECTICUT,NEW HAVEN,New Haven,Hardwood,947,"2,014","2,961",134,449,583,0,0,0,"1,081","2,463","3,545",43,0.78,0.45,0.80,18866,30337,25339,4998,24270,6067,CONNECTICUT_NEW HAVEN
CT 1997,CONNECTICUT,NEW LONDON,New London,Hardwood,"1,103","2,347","3,450",157,523,680,0,3,3,"1,260","2,873","4,133",43,0.78,0.45,0.80,18866,35369,29524,5845,28295,7074,CONNECTICUT_NEW LONDON
CT 1997,CONNECTICUT,TOLLAND,Tolland,Hardwood,"1,211","2,577","3,788",172,574,746,0,7,7,"1,383","3,158","4,541",43,0.78,0.45,0.80,18866,38861,32417,6444,31089,7772,CONNECTICUT_TOLLAND
CT 1997,CONNECTICUT,WINDHAM,Windham,Hardwood,"1,352","2,877","4,229",192,641,833,0,2,2,"1,544","3,520","5,065",43,0.78,0.45,0.80,18866,43345,36191,7154,34676,8669,CONNECTICUT_WINDHAM
DE 1997,DELAWARE,KENT,Kent,Hardwood,893,362,"1,254",149,506,654,0,0,0,"1,042",867,"1,909",43,0.78,0.45,0.80,18866,16337,10731,5605,13069,3267,DELAWARE_KENT
DE 1997,DELAWARE,NEW CASTLE,New Castle,Hardwood,325,131,456,55,185,240,0,0,0,381,316,696,43,0.78,0.45,0.80,18866,5956,3902,2054,4765,1191,DELAWARE_NEW CASTLE
DE 1997,DELAWARE,SUSSEX,Sussex,Hardwood,"1,983",871,"2,854",283,"1,129","1,412",0,0,0,"2,265","2,001","4,266",43,0.78,0.45,0.80,18866,36507,24424,12084,29206,7301,DELAWARE_SUSSEX
FL 1997,FLORIDA,ALACHUA,Alachua,Hardwood,937,423,"1,360",186,211,397,447,431,878,"1,571","1,064","2,635",43,0.78,0.45,0.80,18866,22550,11639,10911,18040,4510,FLORIDA_ALACHUA
FL 1997,FLORIDA,BAKER,Baker,Hardwood,282,131,413,56,64,120,136,131,267,474,326,800,43,0.78,0.45,0.80,18866,6846,3534,3312,5477,1369,FLORIDA_BAKER
FL 1997,FLORIDA,BAY,Bay,Hardwood,417,127,544,74,85,159,179,172,351,670,384,"1,054",43,0.78,0.45,0.80,18866,9020,4655,4364,7216,1804,FLORIDA_BAY
FL 1997,FLORIDA,BRADFORD,Bradford,Hardwood,"1,930",933,"2,863",391,444,835,942,906,"1,848","3,262","2,284","5,546",43,0.78,0.45,0.80,18866,47461,24501,22960,37969,9492,FLORIDA_BRADFORD
FL 1997,FLORIDA,BREVARD,Brevard,Hardwood,44,21,65,9,10,19,21,21,42,74,52,126,43,0.78,0.45,0.80,18866,1078,556,522,863,216,FLORIDA_BREVARD
FL 1997,FLORIDA,CALHOUN,Calhoun,Hardwood,"3,275","1,117","4,392",599,682,"1,281","1,445","1,391","2,836","5,319","3,190","8,509",43,0.78,0.45,0.80,18866,72818,37586,35232,58254,14564,FLORIDA_CALHOUN
FL 1997,FLORIDA,CHARLOTTE,Charlotte,Hardwood,32,8,40,6,6,12,13,13,26,51,27,78,43,0.78,0.45,0.80,18866,668,342,325,534,134,FLORIDA_CHARLOTTE
FL 1997,FLORIDA,CITRUS,Citrus,Hardwood,406,189,595,81,93,174,196,188,384,683,470,"1,153",43,0.78,0.45,0.80,18866,9867,5092,4775,7894,1973,FLORIDA_CITRUS
FL 1997,FLORIDA,CLAY,Clay,Hardwood,436,210,646,88,101,189,213,204,417,736,516,"1,252",43,0.78,0.45,0.80,18866,10714,5528,5186,8571,2143,FLORIDA_CLAY
FL 1997,FLORIDA,COLLIER,Collier,Hardwood,3,1,4,0,1,1,2,1,3,5,3,8,43,0.78,0.45,0.80,18866,68,34,34,55,14,FLORIDA_COLLIER
FL 1997,FLORIDA,COLUMBIA,Columbia,Hardwood,"1,501",607,"2,108",317,361,678,764,736,"1,500","2,582","1,704","4,286",43,0.78,0.45,0.80,18866,36678,18040,18639,29343,7336,FLORIDA_COLUMBIA
FL 1997,FLORIDA,DIXIE,Dixie,Hardwood,"5,078","2,304","7,382","1,007","1,146","2,153","2,429","2,337","4,766","8,515","5,786","14,301",43,0.78,0.45,0.80,18866,122384,63173,59211,97907,24477,FLORIDA_DIXIE
FL 1997,FLORIDA,DUVAL,Duval,Hardwood,62,29,91,13,14,27,30,29,59,105,72,177,43,0.78,0.45,0.80,18866,1515,779,736,1212,303,FLORIDA_DUVAL
FL 1997,FLORIDA,ESCAMBIA,Escambia,Hardwood,688,324,"1,012",138,157,295,333,320,653,"1,159",801,"1,960",43,0.78,0.45,0.80,18866,16773,8660,8113,13419,3355,FLORIDA_ESCAMBIA
FL 1997,FLORIDA,FLAGLER,Flagler,Hardwood,704,340,"1,044",143,162,305,343,331,674,"1,190",833,"2,023",43,0.78,0.45,0.80,18866,17312,8934,8378,13850,3462,FLORIDA_FLAGLER
FL 1997,FLORIDA,FRANKLIN,Franklin,Hardwood,2,1,3,0,1,1,1,1,2,3,3,6,43,0.78,0.45,0.80,18866,51,26,26,41,10,FLORIDA_FRANKLIN
FL 1997,FLORIDA,GADSDEN,Gadsden,Hardwood,"2,384",949,"3,333",455,517,972,"1,097","1,055","2,152","3,935","2,522","6,457",43,0.78,0.45,0.80,18866,55257,28523,26734,44206,11051,FLORIDA_GADSDEN
FL 1997,FLORIDA,GILCHRIST,Gilchrist,Hardwood,497,202,699,95,109,204,230,221,451,822,532,"1,354",43,0.78,0.45,0.80,18866,11587,5982,5605,9270,2317,FLORIDA_GILCHRIST
FL 1997,FLORIDA,GLADES,Glades,Hardwood,51,12,63,8,10,18,21,20,41,81,41,122,43,0.78,0.45,0.80,18866,1044,539,505,835,209,FLORIDA_GLADES
FL 1997,FLORIDA,GULF,Gulf,Hardwood,506,142,648,88,101,189,213,205,418,808,447,"1,255",43,0.78,0.45,0.80,18866,10740,5545,5195,8592,2148,FLORIDA_GULF
FL 1997,FLORIDA,HAMILTON,Hamilton,Hardwood,778,377,"1,155",158,179,337,380,365,745,"1,316",921,"2,237",43,0.78,0.45,0.80,18866,19144,9884,9259,15315,3829,FLORIDA_HAMILTON
FL 1997,FLORIDA,HARDEE,Hardee,Hardwood,45,11,56,7,9,16,18,18,36,71,37,108,43,0.78,0.45,0.80,18866,924,479,445,739,185,FLORIDA_HARDEE
FL 1997,FLORIDA,HERNANDO,Hernando,Hardwood,279,118,397,54,62,116,130,126,256,464,305,769,43,0.78,0.45,0.80,18866,6581,3397,3183,5265,1316,FLORIDA_HERNANDO
FL 1997,FLORIDA,HILLSBOROUGH,Hillsborough,Hardwood,182,43,225,31,35,66,74,71,145,287,149,436,43,0.78,0.45,0.80,18866,3731,1925,1806,2985,746,FLORIDA_HILLSBOROUGH
FL 1997,FLORIDA,HOLMES,Holmes,Hardwood,"1,560",674,"2,234",305,347,652,735,708,"1,443","2,601","1,728","4,329",43,0.78,0.45,0.80,18866,37046,19118,17928,29637,7409,FLORIDA_HOLMES
FL 1997,FLORIDA,JACKSON,Jackson,Hardwood,"2,181",828,"3,009",411,467,878,990,952,"1,942","3,581","2,248","5,829",43,0.78,0.45,0.80,18866,49883,25750,24133,39906,9977,FLORIDA_JACKSON
FL 1997,FLORIDA,JEFFERSON,Jefferson,Hardwood,"3,135","1,315","4,450",665,756,"1,421","1,602","1,542","3,144","5,402","3,613","9,015",43,0.78,0.45,0.80,18866,77148,38082,39066,61718,15430,FLORIDA_JEFFERSON
FL 1997,FLORIDA,LAFAYETTE,Lafayette,Hardwood,816,383,"1,199",164,186,350,394,380,774,"1,375",948,"2,323",43,0.78,0.45,0.80,18866,19880,10261,9619,15904,3976,FLORIDA_LAFAYETTE
FL 1997,FLORIDA,LAKE,Lake,Hardwood,141,54,195,27,30,57,64,62,126,232,146,378,43,0.78,0.45,0.80,18866,3235,1669,1566,2588,647,FLORIDA_LAKE
FL 1997,FLORIDA,LEON,Leon,Hardwood,"1,397",607,"2,004",273,311,584,659,635,"1,294","2,330","1,552","3,882",43,0.78,0.45,0.80,18866,33221,17150,16071,26577,6644,FLORIDA_LEON
